機種名,規格,廠商,站數,有庫存,最低價,最高價,價差,價差%,最便宜店家,ホームスロット 價格,ホームスロット 連結,A-SLOT 價格,A-SLOT 連結,イニシャルP (FC2) 價格,イニシャルP (FC2) 連結,行情排名,行情價,本週漲跌,上市週數,備註
ルパン三世 ~復活のマモー~ 甘デジ,P,平和,1,否,92000,92000,0,0.0,ホームスロット,92000,https://home-slot.net/SHOP/p-heiwa230.html,,,,,,-,,,
世界でいちばん強くなりたい!,,藤商事,1,是,57800,57800,0,0.0,A-SLOT,,,57800,https://www.a-slot.com/SHOP/fuji20.html,,,,-,,,
冬のソナタ My Memory,P,京楽,1,是,127300,127300,0,0.0,ホームスロット,127300,https://home-slot.net/SHOP/p-kyoraku238.html,,,,,,-,,,
南国育ち 25 ダイナム パネル,4号機,オリンピア,1,否,135000,135000,0,0.0,A-SLOT,,,135000,https://www.a-slot.com/SHOP/heiwa21_dainam.html,,,,-,,,
南国育ち 30 ジョディパネル,4号機,平和,1,是,135000,135000,0,0.0,A-SLOT,,,135000,https://www.a-slot.com/SHOP/heiwa24_jody.html,,,,-,,,
南国育ちR2 30 赤蝶パネル,,オリンピア,1,否,44820,44820,0,0.0,A-SLOT,,,44820,https://www.a-slot.com/SHOP/heiwa19_4.html,,,,-,,,
咲 Saki 全国編 2ch対応,P,SANYO,1,是,65300,65300,0,0.0,ホームスロット,65300,https://home-slot.net/SHOP/p-sanyo247.html,,,,,,-,,,
喰霊 零 葵上~あおいのうえ~FS,P,藤商事,1,否,65300,65300,0,0.0,ホームスロット,65300,https://home-slot.net/SHOP/p-fuji205.html,,,,,,-,,,
地獄少女覚醒3000Ver.,P,藤商事,1,是,65000,65000,0,0.0,ホームスロット,65000,https://home-slot.net/SHOP/p-fuji236.html,,,,,,-,,,
戦国 花の慶次~天に愛されし漢~,,ニューギン,1,是,64100,64100,0,0.0,A-SLOT,,,64100,https://www.a-slot.com/SHOP/newgin17.html,,,,-,,,
機動戦艦ナデシコ 2ch対応,,SANKYO,1,否,57800,57800,0,0.0,A-SLOT,,,57800,https://www.a-slot.com/SHOP/sankyo27.html,,,,-,,,
甲鉄城のカバネリ 無名パネル,,Sammy,1,是,67800,67800,0,0.0,A-SLOT,,,67800,https://www.a-slot.com/SHOP/s-sammy225.html,,,,-,,,
真 一騎当千 Light Ver.,P,大一,1,是,63900,63900,0,0.0,ホームスロット,63900,https://home-slot.net/SHOP/p-daiichi224.html,,,,,,-,,,
真 北斗無双Re 319Ver.,P,Sammy,1,是,57600,57600,0,0.0,ホームスロット,57600,https://home-slot.net/SHOP/p-sammy232.html,,,,,,-,,,
真 座頭市物語 LT99ver.,P,ニューギン,1,是,493500,493500,0,0.0,ホームスロット,493500,https://home-slot.net/SHOP/p-newgin310.html,,,,,,-,,,
神 天才バカボン~甘神SPEC~,P,大一,1,是,63600,63600,0,0.0,ホームスロット,63600,https://home-slot.net/SHOP/p-daiichi223.html,,,,,,-,,,
絶対衝激3 清純女学院パネル,,スパイキー,1,是,64100,64100,0,0.0,A-SLOT,,,64100,https://www.a-slot.com/SHOP/spyki_207.html,,,,-,,,
緋弾のアリアAA FE設定付,P,藤商事,1,是,59000,59000,0,0.0,ホームスロット,59000,https://home-slot.net/SHOP/p-fuji211.html,,,,,,-,,,
花の慶次~裂 蓮極129ver.,P,ニューギン,1,是,76600,76600,0,0.0,ホームスロット,76600,https://home-slot.net/SHOP/p-newgin300.html,,,,,,-,,,
蒼穹のファフナーEXODUS,,SANKYO,1,是,45100,45100,0,0.0,A-SLOT,,,45100,https://www.a-slot.com/SHOP/s-sankyo211.html,,,,-,,,
西陣 CRA 大賞 LFZ 甘デジ,,,1,否,71600,71600,0,0.0,ホームスロット,71600,https://home-slot.net/SHOP/p-nishijinn16.html,,,,,,-,,,
西陣 CRA春一番 GL 甘デジ,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-nishijinn9.html,,,,,,-,,,
西陣 CRA花満開~天ノ舞~SP,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-nishijinn204.html,,,,,,-,,,
西陣 CRぷらちなGL 春一番,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-nishijinn200.html,,,,,,-,,,
西陣 CRゴールデンゲートM95,,,1,否,89800,89800,0,0.0,ホームスロット,89800,https://home-slot.net/SHOP/p-nishijinn78.html,,,,,,-,,,
西陣 CR織田信奈の野望MA,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-nishijinn91.html,,,,,,-,,,
西陣 CR花満開~天ノ舞~ZB4,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-nishijinn111.html,,,,,,-,,,
西陣 P13日の金曜日GLA,,,1,否,65300,65300,0,0.0,ホームスロット,65300,https://home-slot.net/SHOP/p-nishijinn239.html,,,,,,-,,,
西陣 P Rewrite GLA,,,1,否,71600,71600,0,0.0,ホームスロット,71600,https://home-slot.net/SHOP/p-nishijinn230.html,,,,,,-,,,
西陣 P V王 Legend MC,,,1,否,86000,86000,0,0.0,ホームスロット,86000,https://home-slot.net/SHOP/p-nishijinn216.html,,,,,,-,,,
西陣 P V王 Legend XA,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-nishijinn217.html,,,,,,-,,,
西陣 ちょいパチ麻王DX 39,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-nishijinn117.html,,,,,,-,,,
西陣 ツインループ花満開GLA,P,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-nishijinn243.html,,,,,,-,,,
西陣 刀使ノ巫女 319ver.,P,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-nishijinn263.html,,,,,,-,,,
西陣 刀使ノ巫女 甘デジver.,P,,1,否,65300,65300,0,0.0,ホームスロット,65300,https://home-slot.net/SHOP/p-nishijinn262.html,,,,,,-,,,
設定7基板 プレミアム 単品 可,,,1,是,32000,32000,0,0.0,A-SLOT,,,32000,https://www.a-slot.com/SHOP/option158.html,,,,-,,,
豊丸 CRドンキホーテ159s,,,1,否,65300,65300,0,0.0,ホームスロット,65300,https://home-slot.net/SHOP/p-toyomaru79.html,,,,,,-,,,
豊丸 CRドンキホーテ229L,,,1,否,65300,65300,0,0.0,ホームスロット,65300,https://home-slot.net/SHOP/p-toyomaru80.html,,,,,,-,,,
豊丸 CRヘルシング199L,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-toyomaru28.html,,,,,,-,,,
豊丸 CRヘルシング299F,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-toyomaru27.html,,,,,,-,,,
豊丸 CRヘルシング99VV,,,1,否,39694,39694,0,0.0,ホームスロット,39694,https://home-slot.net/SHOP/p-toyomaru29.html,,,,,,-,,,
豊丸 CRロボゲイシャ99V,,,1,是,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-toyomaru77.html,,,,,,-,,,
豊丸 CR天地を喰らう99V,,,1,否,65300,65300,0,0.0,ホームスロット,65300,https://home-slot.net/SHOP/p-toyomaru24.html,,,,,,-,,,
豊丸 CR悪代官299FST,,,1,否,42444,42444,0,0.0,ホームスロット,42444,https://home-slot.net/SHOP/p-toyomaru22.html,,,,,,-,,,
豊丸 CR餃子の王将3 600,,,1,否,71600,71600,0,0.0,ホームスロット,71600,https://home-slot.net/SHOP/p-toyomaru59.html,,,,,,-,,,
豊丸 PA女子ザジャイアント,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-toyomaru207.html,,,,,,-,,,
豊丸 ワイルド 6750だぜぇ,P,ロデオ,1,否,62800,62800,0,0.0,ホームスロット,62800,https://home-slot.net/SHOP/p-toyomaru214.html,,,,,,-,,,
転生したらスライムだった件,スマスロ,山佐,1,是,57800,57800,0,0.0,A-SLOT,,,57800,https://www.a-slot.com/SHOP/s-yamasa233.html,,,,-,,,
野生の王国GO 199ver.,P,ニューギン,1,否,101000,101000,0,0.0,ホームスロット,101000,https://home-slot.net/SHOP/p-newgin265.html,,,,,,-,,,
銀座 P SHOW BY ROCK!!,,,1,否,71600,71600,0,0.0,ホームスロット,71600,https://home-slot.net/SHOP/p-ginza200.html,,,,,,-,,,
銀座 ぱちんこCRどらきゅあ!,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-ginza6.html,,,,,,-,,,
銀座 デジハネCRどらきゅあ!,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-ginza5.html,,,,,,-,,,
銀座 デジハネP蒼天の拳 双龍,,,1,否,65300,65300,0,0.0,ホームスロット,65300,https://home-slot.net/SHOP/p-ginza208.html,,,,,,-,,,
高尾 CRビート エックスKMA,,,1,否,40306,40306,0,0.0,ホームスロット,40306,https://home-slot.net/SHOP/p-takao54.html,,,,,,-,,,
高尾 CRライディーン 自警隊篇,,,1,否,47231,47231,0,0.0,ホームスロット,47231,https://home-slot.net/SHOP/p-takao26.html,,,,,,-,,,
高尾 CR一騎当千SS烈 黒枠,,,1,否,38539,38539,0,0.0,ホームスロット,38539,https://home-slot.net/SHOP/p-takao30.html,,,,,,-,,,
高尾 CR燃えよドラゴン激怒,,,1,否,40204,40204,0,0.0,ホームスロット,40204,https://home-slot.net/SHOP/p-takao51.html,,,,,,-,,,
高尾 CR貞子3D 99ver.,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-takao84.html,,,,,,-,,,
黄門ちゃま寿限無 99ver.,P,平和,1,是,312600,312600,0,0.0,ホームスロット,312600,https://home-slot.net/SHOP/p-heiwa251.html,,,,,,-,,,
BON JOVI ボンジョビ,,北電子,1,否,68500,68500,0,0.0,ホームスロット,68500,https://home-slot.net/SHOP/s-kitadenshi27.html,,,,,,-,,,
CR Another FPS,,藤商事,1,否,116000,116000,0,0.0,ホームスロット,116000,https://home-slot.net/SHOP/p-fuji139.html,,,,,,-,,,
CRAえとたま79ver.,,メーシー,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-macy4.html,,,,,,-,,,
CRAわくわくカーニバルH,,ニューギン,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-newgin151.html,,,,,,-,,,
CRAスーパー海物語SAE5,,SANYO,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-sanyo120.html,,,,,,-,,,
CRA地獄少女 弐FPWX,,藤商事,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-fuji130.html,,,,,,-,,,
CRA戦国乙女3 9AW1,,平和,1,否,111100,111100,0,0.0,ホームスロット,111100,https://home-slot.net/SHOP/p-heiwa105.html,,,,,,-,,,
CRA緋弾のアリア FPW,,藤商事,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-fuji99.html,,,,,,-,,,
CRA花の慶次SP~琉 N K,,ニューギン,1,否,89800,89800,0,0.0,ホームスロット,89800,https://home-slot.net/SHOP/p-newgin104.html,,,,,,-,,,
CRぱちんこクロユリ団地,,京楽,1,否,116000,116000,0,0.0,ホームスロット,116000,https://home-slot.net/SHOP/p-kyoraku65.html,,,,,,-,,,
CRぱちんこテラフォーマーズ,,京楽,1,否,59000,59000,0,0.0,ホームスロット,59000,https://home-slot.net/SHOP/p-kyoraku84.html,,,,,,-,,,
CRぱちんこ必殺仕事人4,,京楽,1,否,104000,104000,0,0.0,ホームスロット,104000,https://home-slot.net/SHOP/p-kyoraku55.html,,,,,,-,,,
CRクルクルセブンFRW,,藤商事,1,否,92400,92400,0,0.0,ホームスロット,92400,https://home-slot.net/SHOP/p-fuji147.html,,,,,,-,,,
CRジャンボRUSH H K,,ニューギン,1,否,49371,49371,0,0.0,ホームスロット,49371,https://home-slot.net/SHOP/p-newgin59.html,,,,,,-,,,
CRスーパー海物語M55X3,,SANYO,1,否,59000,59000,0,0.0,ホームスロット,59000,https://home-slot.net/SHOP/p-sanyo113.html,,,,,,-,,,
CRデビルマン2 H2 VC,,ニューギン,1,否,41682,41682,0,0.0,ホームスロット,41682,https://home-slot.net/SHOP/p-newgin26.html,,,,,,-,,,
CRドラセグ2 99Ver.,,SANYO,1,否,64000,64000,0,0.0,ホームスロット,64000,https://home-slot.net/SHOP/p-sanyo123.html,,,,,,-,,,
CRバァーンダマシイ MSA,,SANYO,1,否,41222,41222,0,0.0,ホームスロット,41222,https://home-slot.net/SHOP/p-sanyo30.html,,,,,,-,,,
CRバスタード!! 暗黒の破壊神,,ニューギン,1,否,92400,92400,0,0.0,ホームスロット,92400,https://home-slot.net/SHOP/p-newgin138.html,,,,,,-,,,
CRパトラッシュ2 RED,,SANKYO,1,否,145900,145900,0,0.0,ホームスロット,145900,https://home-slot.net/SHOP/p-sankyo12.html,,,,,,-,,,
CRフィーバーアクエリオンW,,SANKYO,1,否,59000,59000,0,0.0,ホームスロット,59000,https://home-slot.net/SHOP/p-sankyo201.html,,,,,,-,,,
CRフィーバースター ウォーズYA,,SANKYO,1,否,89800,89800,0,0.0,ホームスロット,89800,https://home-slot.net/SHOP/p-sankyo108.html,,,,,,-,,,
CRフィーバータイガーマスク2,,SANKYO,1,否,131000,131000,0,0.0,ホームスロット,131000,https://home-slot.net/SHOP/p-sankyo84.html,,,,,,-,,,
CRフィーバー覇 LORD 2S,,SANKYO,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-sankyo80.html,,,,,,-,,,
CRモンスターハンター EWN,,Sammy,1,否,86000,86000,0,0.0,ホームスロット,86000,https://home-slot.net/SHOP/p-sammy64.html,,,,,,-,,,
CRリング 呪い再びFPK,,藤商事,1,否,86000,86000,0,0.0,ホームスロット,86000,https://home-slot.net/SHOP/p-fuji116.html,,,,,,-,,,
CRリング 終焉ノ刻FPH,,藤商事,1,否,71600,71600,0,0.0,ホームスロット,71600,https://home-slot.net/SHOP/p-fuji146.html,,,,,,-,,,
CRリング~運命の日~FPE,,藤商事,1,否,59000,59000,0,0.0,ホームスロット,59000,https://home-slot.net/SHOP/p-fuji136.html,,,,,,-,,,
CR三國志~英雄集結~N T1,,ニューギン,1,是,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-newgin130.html,,,,,,-,,,
CR勇者ライディーンFPF,,藤商事,1,否,44074,44074,0,0.0,ホームスロット,44074,https://home-slot.net/SHOP/p-fuji43.html,,,,,,-,,,
CR哲也2~雀聖再臨~BL T,,大一,1,否,311000,311000,0,0.0,ホームスロット,311000,https://home-slot.net/SHOP/p-daiichi72.html,,,,,,-,,,
CR地獄少女FPW 甘デジ,,藤商事,1,否,92400,92400,0,0.0,ホームスロット,92400,https://home-slot.net/SHOP/p-fuji69.html,,,,,,-,,,
CR夕陽のガンマン HV1,,オリンピア,1,否,154800,154800,0,0.0,ホームスロット,154800,https://home-slot.net/SHOP/p-olympia6.html,,,,,,-,,,
CR大奥~繚乱の花戦~H T1,,ニューギン,1,否,86000,86000,0,0.0,ホームスロット,86000,https://home-slot.net/SHOP/p-newgin121.html,,,,,,-,,,
CR大奥~繚乱の花戦~M2 T,,ニューギン,1,否,59000,59000,0,0.0,ホームスロット,59000,https://home-slot.net/SHOP/p-newgin120.html,,,,,,-,,,
CR大海物語4 2ch対応,,SANYO,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-sanyo135.html,,,,,,-,,,
CR戦国乙女~花~99ver.,,平和,1,是,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-heiwa159.html,,,,,,-,,,
CR翠星のガルガンティア,,大一,1,否,65300,65300,0,0.0,ホームスロット,65300,https://home-slot.net/SHOP/p-daiichi115.html,,,,,,-,,,
CR萌エキサイトFPWZ,,藤商事,1,否,59000,59000,0,0.0,ホームスロット,59000,https://home-slot.net/SHOP/p-fuji143.html,,,,,,-,,,
CR逆転裁判249ver.,,平和,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-heiwa144.html,,,,,,-,,,
CR逆転裁判99.9ver.,,平和,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-heiwa147.html,,,,,,-,,,
CR銀河乙女 299ver.,,平和,1,否,61500,61500,0,0.0,ホームスロット,61500,https://home-slot.net/SHOP/p-heiwa119.html,,,,,,-,,,
CR銀河乙女 399ver.,,平和,1,否,186300,186300,0,0.0,ホームスロット,186300,https://home-slot.net/SHOP/p-heiwa120.html,,,,,,-,,,
CR銀河乙女99.9ver.,,平和,1,否,111100,111100,0,0.0,ホームスロット,111100,https://home-slot.net/SHOP/p-heiwa127.html,,,,,,-,,,
CR黄門ちゃま寿H0AZ,,平和,1,否,37047,37047,0,0.0,ホームスロット,37047,https://home-slot.net/SHOP/p-heiwa80.html,,,,,,-,,,
D light CRノルソル,,,1,否,86000,86000,0,0.0,ホームスロット,86000,https://home-slot.net/SHOP/p-dlight203.html,,,,,,-,,,
EXCITE ZETMAN,,,1,否,68500,68500,0,0.0,ホームスロット,68500,https://home-slot.net/SHOP/s-excite18.html,,,,,,-,,,
IGT エルビス 2ch対応,4号機,,1,否,99800,99800,0,0.0,A-SLOT,,,99800,https://www.a-slot.com/SHOP/igt5.html,,,,-,,,
JPS 2027 優愛Ver,,,1,否,95000,95000,0,0.0,A-SLOT,,,95000,https://www.a-slot.com/SHOP/jps8.html,,,,-,,,
KPE ときめきメモリアル,,,1,否,78500,78500,0,0.0,A-SLOT,,,78500,https://www.a-slot.com/SHOP/kpe13.html,,,,-,,,
KPE 戦国コレクション2,,,1,是,51500,51500,0,0.0,A-SLOT,,,51500,https://www.a-slot.com/SHOP/kpe50.html,,,,-,,,
KPE 戦国コレクション5,,,1,是,51500,51500,0,0.0,A-SLOT,,,51500,https://www.a-slot.com/SHOP/s-kpe210.html,,,,-,,,
KPE 防空少女ラブキューレ,,,1,是,64100,64100,0,0.0,A-SLOT,,,64100,https://www.a-slot.com/SHOP/kpe58.html,,,,-,,,
NET Rio2プレミアム,,,1,否,99000,99000,0,0.0,A-SLOT,,,99000,https://www.a-slot.com/SHOP/net12.html,,,,-,,,
NET 回胴合体ゴーケンオーV,,,1,否,35209,35209,0,0.0,ホームスロット,35209,https://home-slot.net/SHOP/s-net18.html,,,,,,-,,,
NET 真 モグモグ風林火山,4号機,,1,否,59800,59800,0,0.0,A-SLOT,,,59800,https://www.a-slot.com/SHOP/net24.html,,,,-,,,
PAぶいぶい!ゴジラ N K1,,ニューギン,1,否,92400,92400,0,0.0,ホームスロット,92400,https://home-slot.net/SHOP/p-newgin226.html,,,,,,-,,,
PAスーパー海物語IN地中海,,SANYO,1,是,57600,57600,0,0.0,ホームスロット,57600,https://home-slot.net/SHOP/p-sanyo218.html,,,,,,-,,,
PA花の慶次~裂 99ver.,,ニューギン,1,是,362900,362900,0,0.0,ホームスロット,362900,https://home-slot.net/SHOP/p-newgin299.html,,,,,,-,,,
P ToLOVEるダークネス,,平和,1,是,62600,62600,0,0.0,ホームスロット,62600,https://home-slot.net/SHOP/p-heiwa240.html,,,,,,-,,,
SLOTギルティクラウン,,エレコ,1,是,138400,138400,0,0.0,A-SLOT,,,138400,https://www.a-slot.com/SHOP/eleco75.html,,,,-,,,
SNKプレイモア 七色未来,,,1,否,99800,99800,0,0.0,A-SLOT,,,99800,https://www.a-slot.com/SHOP/snk16.html,,,,-,,,
SNKプレイモア 爆走列島,,,1,否,47984,47984,0,0.0,ホームスロット,47984,https://home-slot.net/SHOP/s-snk25.html,,,,,,-,,,
あぶない刑事 129ver.,P,ニューギン,1,否,71300,71300,0,0.0,ホームスロット,71300,https://home-slot.net/SHOP/p-newgin261.html,,,,,,-,,,
ぱちんこCRあしたのジョー,,Sammy,1,否,62800,62800,0,0.0,ホームスロット,62800,https://home-slot.net/SHOP/p-sammy209.html,,,,,,-,,,
ぱちんこCR北斗の拳百裂,,Sammy,1,否,92400,92400,0,0.0,ホームスロット,92400,https://home-slot.net/SHOP/p-sammy36.html,,,,,,-,,,
ぱちんこCR蒼天の拳天帰,,Sammy,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-sammy103.html,,,,,,-,,,
ぱちんこ 必殺仕事人 総出陣,P,京楽,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-kyoraku205.html,,,,,,-,,,
もっと楽シーサー25Φ 黒パネル,,SANKYO,1,否,51692,51692,0,0.0,A-SLOT,,,51692,https://www.a-slot.com/SHOP/sankyo26.html,,,,-,,,
やじきた道中記 甘味ver.,P,メーシー,1,否,69000,69000,0,0.0,ホームスロット,69000,https://home-slot.net/SHOP/p-macy226.html,,,,,,-,,,
アイドルマスター ライブイン,,Sammy,1,是,64100,64100,0,0.0,A-SLOT,,,64100,https://www.a-slot.com/SHOP/sammy82.html,,,,-,,,
アークテクニコ アニマル 茶色,,,1,否,92299,92299,0,0.0,ホームスロット,92299,https://home-slot.net/SHOP/s-ark4.html,,,,,,-,,,
アミューズメント ボンバーガール,,KONAMI,1,是,51500,51500,0,0.0,A-SLOT,,,51500,https://www.a-slot.com/SHOP/s-konami212.html,,,,-,,,
アムテックス ピンク レディー,P,,1,是,101000,101000,0,0.0,ホームスロット,101000,https://home-slot.net/SHOP/p-amutex218.html,,,,,,-,,,
アラジン2エボリューション,4号機,Sammy,1,是,59800,59800,0,0.0,A-SLOT,,,59800,https://www.a-slot.com/SHOP/sammy18.html,,,,-,,,
アルティメットブレイク拳,,ミズホ,1,否,31342,31342,0,0.0,A-SLOT,,,31342,https://www.a-slot.com/SHOP/mizuho-macy15.html,,,,-,,,
エマ ビッグアンドスモールA,4号機,,1,否,40500,40500,0,0.0,A-SLOT,,,40500,https://www.a-slot.com/SHOP/ema_bigandsmalla_kasugai.html,,,,-,,,
オオタコスロ2 2ch対応,4号機,エレコ,1,否,76500,76500,0,0.0,A-SLOT,,,76500,https://www.a-slot.com/SHOP/eleco_ootacoslot.html,,,,-,,,
キングパルサー グリーンパネル,4号機,山佐,1,否,79800,79800,0,0.0,A-SLOT,,,79800,https://www.a-slot.com/SHOP/yamasa23.html,,,,-,,,
キングパルサー レッドパネル,4号機,山佐,1,否,79800,79800,0,0.0,A-SLOT,,,79800,https://www.a-slot.com/SHOP/yamasa_kingpulsar_red.html,,,,-,,,
コードギアス 反逆のルルーシュ,,Sammy,1,是,50100,50100,0,0.0,A-SLOT,,,50100,https://www.a-slot.com/SHOP/sammy80.html,,,,-,,,
ゴーストラッシュ 2ch対応,4号機,ユニバーサル,1,否,37850,37850,0,0.0,A-SLOT,,,37850,https://www.a-slot.com/SHOP/univerasal3.html,,,,-,,,
サンセイ CRジューシーハニー2,,,1,否,65000,65000,0,0.0,ホームスロット,65000,https://home-slot.net/SHOP/p-SANSEI214.html,,,,,,-,,,
サンセイ CR天下烈伝VV,,,1,否,46213,46213,0,0.0,ホームスロット,46213,https://home-slot.net/SHOP/p-SANSEI50.html,,,,,,-,,,
サンセイ CR天下烈伝ZZ,,,1,否,71600,71600,0,0.0,ホームスロット,71600,https://home-slot.net/SHOP/p-SANSEI49.html,,,,,,-,,,
サンセイ CR武神烈伝SS,,,1,否,37963,37963,0,0.0,ホームスロット,37963,https://home-slot.net/SHOP/p-SANSEI19.html,,,,,,-,,,
サンセイ CR疾風迅雷 RW,,,1,否,42444,42444,0,0.0,ホームスロット,42444,https://home-slot.net/SHOP/p-SANSEI4.html,,,,,,-,,,
サンセイ CR麻雀姫伝PP,,,1,否,71600,71600,0,0.0,ホームスロット,71600,https://home-slot.net/SHOP/p-SANSEI74.html,,,,,,-,,,
サンセイ 牙狼MUSEUM,P,,1,否,70300,70300,0,0.0,ホームスロット,70300,https://home-slot.net/SHOP/p-sansei243.html,,,,,,-,,,
サンセイ 牙狼コレクション,P,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-SANSEI215.html,,,,,,-,,,
サンセイ 牙狼冴島鋼牙XX,P,,1,是,63600,63600,0,0.0,ホームスロット,63600,https://home-slot.net/SHOP/p-SANSEI211.html,,,,,,-,,,
ジェイビー CRマジカペJX,,,1,否,92400,92400,0,0.0,ホームスロット,92400,https://home-slot.net/SHOP/p-jb4.html,,,,,,-,,,
スカイガールズ~ゼロ ふたたび~,,高砂,1,是,57800,57800,0,0.0,A-SLOT,,,57800,https://www.a-slot.com/SHOP/takasago14.html,,,,-,,,
スパイダーマン2 2ch対応,,Sammy,1,否,78500,78500,0,0.0,A-SLOT,,,78500,https://www.a-slot.com/SHOP/sammy1.html,,,,-,,,
スーパービンゴネオクラシック,,ベルコ,1,是,67900,67900,0,0.0,A-SLOT,,,67900,https://www.a-slot.com/SHOP/s-bellco211.html,,,,-,,,
スペシャルジャックポット,,岡崎産業,1,是,51500,51500,0,0.0,A-SLOT,,,51500,https://www.a-slot.com/SHOP/okazaki5.html,,,,-,,,
ゾンビリーバボー~絶叫~S4 T6,P,ニューギン,1,否,59000,59000,0,0.0,ホームスロット,59000,https://home-slot.net/SHOP/p-newgin216.html,,,,,,-,,,
ゾンビリーバボー~絶叫~S5 T1,P,ニューギン,1,否,59000,59000,0,0.0,ホームスロット,59000,https://home-slot.net/SHOP/p-newgin215.html,,,,,,-,,,
タイヨーエレック CR嘘喰い,,,1,否,122300,122300,0,0.0,ホームスロット,122300,https://home-slot.net/SHOP/p-taiyo48.html,,,,,,-,,,
テイルズオブシンフォニア,,北電子,1,是,52700,52700,0,0.0,A-SLOT,,,52700,https://www.a-slot.com/SHOP/kitadensi83.html,,,,-,,,
デジハネCRAくだもの畑,,Sammy,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-sammy94.html,,,,,,-,,,
デジハネCRあしたのジョー,,Sammy,1,否,71600,71600,0,0.0,ホームスロット,71600,https://home-slot.net/SHOP/p-sammy87.html,,,,,,-,,,
デジハネCR化物語 STK,,Sammy,1,否,55200,55200,0,0.0,ホームスロット,55200,https://home-slot.net/SHOP/p-sammy77.html,,,,,,-,,,
デュアルストーリー 2ch対応,,北電子,1,否,78500,78500,0,0.0,A-SLOT,,,78500,https://www.a-slot.com/SHOP/kitadenshi54.html,,,,-,,,
トリビー スーパーマジカルセブン,,,1,是,51500,51500,0,0.0,A-SLOT,,,51500,https://www.a-slot.com/SHOP/trivy6.html,,,,-,,,
ニイガタ電子 リッジレーサー2,,山佐,1,否,34196,34196,0,0.0,A-SLOT,,,34196,https://www.a-slot.com/SHOP/yamasa47.html,,,,-,,,
ニューアイムジャグラーEX C,,北電子,1,是,146500,146500,0,0.0,A-SLOT,,,146500,https://www.a-slot.com/SHOP/kitadensi45.html,,,,-,,,
ニューアーク ワイルドキャッツ,,,1,否,40708,40708,0,0.0,ホームスロット,40708,https://home-slot.net/SHOP/s-sonota_4.html,,,,,,-,,,
ネオモンスターハウスMXL,P,竹屋,1,是,70300,70300,0,0.0,ホームスロット,70300,https://home-slot.net/SHOP/p-takeya204.html,,,,,,-,,,
ネクスト ニューパルサーDX3,,山佐,1,是,45100,45100,0,0.0,A-SLOT,,,45100,https://www.a-slot.com/SHOP/yamasa220.html,,,,-,,,
ハイパーラッシュ 2ch対応,4号機,山佐,1,否,31342,31342,0,0.0,A-SLOT,,,31342,https://www.a-slot.com/SHOP/yamasa121.html,,,,-,,,
バキ 強くなりたくば喰らえ!!!,スマスロ,オリンピア,1,是,69100,69100,0,0.0,A-SLOT,,,69100,https://www.a-slot.com/SHOP/s-olympia223.html,,,,-,,,
